artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
Young Chang MC,12,1.2342679006278647,0.4120087470845949,0,0.5833333333333334,5,"0,6,16","0.583,0.167,0.083",0.8583333333290419,specialist
Bouga,12,1.5396544792171187,0.513949291399978,0,0.4166666666666667,6,"0,16,15","0.417,0.250,0.083",0.808333333329292,moderate
Millésime K,12,1.0986123235441703,0.36672580298399965,0,0.6666666666666666,5,"0,16,15","0.667,0.083,0.083",0.8666666666623332,specialist
RR (FRA),12,1.5171064309209241,0.5064225679690338,15,0.3333333333333333,5,"15,0,16","0.333,0.250,0.167",0.8083333333292916,moderate
Friz,11,1.5465987198346867,0.5162673358657238,0,0.2727272727272727,5,"0,11,15","0.273,0.273,0.182",0.7954545454505682,generalist
Doudou Masta,11,1.641734743701721,0.5480245208140869,0,0.36363636363636365,6,"0,16,5","0.364,0.182,0.182",0.786363636359705,moderate
Yanni (FRA),11,1.468139972999847,0.4900771627559753,16,0.36363636363636365,5,"16,0,15","0.364,0.273,0.182",0.8227272727231592,moderate
Bigflo,11,1.2406843285324267,0.4141506033383081,0,0.45454545454545453,4,"0,1,15","0.455,0.273,0.182",0.8590909090866136,moderate
La Swija,11,0.3046361402358181,0.1016900418388899,0,0.9090909090909091,2,"0,6,19","0.909,0.091,0.000",0.9409090909043862,specialist
Vincha,11,1.7201934905365608,0.5742146939238355,5,0.2727272727272727,6,"5,1,9","0.273,0.182,0.182",0.7590909090871136,generalist
